,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price,action,indie,adventure,multiplayer,singleplayer,casual,rpg,strategy,open_world,owners_num,windows,mac,linux,Action,Strategy,Indie,RPG,Sports,Free to Play,Adventure,Gore,Simulation,Casual,Violent,Early Access,Racing,Massively Multiplayer,budget
0,10,Counter-Strike,2000-11-01,1,Valve,Valve,0,0,124534,3339,17612,317,7.19,2681,0,0,1,0,0,0,329,0,19176962,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72811
1,20,Team Fortress Classic,1999-04-01,1,Valve,Valve,0,0,3318,633,277,62,3.99,208,0,15,1,0,0,0,0,0,9713434,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25207
2,30,Day of Defeat,2003-05-01,1,Valve,Valve,0,0,3416,398,187,34,3.99,99,0,0,1,0,0,0,0,0,8895620,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20874
3,40,Deathmatch Classic,2001-06-01,1,Valve,Valve,0,0,1273,267,258,184,3.99,85,0,0,1,0,0,0,0,0,7384601,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7103
4,50,Half-Life: Opposing Force,1999-11-01,1,Gearbox Software,Valve,0,0,5250,288,624,415,3.99,211,0,87,1,1,0,0,0,0,6242835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17688
5,60,Ricochet,2000-11-01,1,Valve,Valve,0,0,2758,684,175,10,3.99,108,0,0,1,0,0,0,0,0,7708196,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38487
6,70,Half-Life,1998-11-08,1,Valve,Valve,0,0,27755,1100,1300,83,7.19,766,0,306,1,1,0,0,0,0,7519597,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25286
7,80,Counter-Strike: Condition Zero,2004-03-01,1,Valve,Valve,0,0,12120,1439,427,43,7.19,377,0,40,1,1,0,0,85,16,16482495,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30305
8,130,Half-Life: Blue Shift,2001-06-01,1,Gearbox Software,Valve,0,0,3822,420,361,205,3.99,187,0,66,0,1,0,0,0,0,8015631,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55965
9,220,Half-Life 2,2004-11-16,1,Valve,Valve,0,1,67902,2419,691,402,7.19,1761,0,937,0,1,0,0,0,0,14997783,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47430
10,240,Counter-Strike: Source,2004-11-01,1,Valve,Valve,0,1,76640,3497,6842,400,7.19,1785,0,0,1,0,0,0,329,0,19564689,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18671
11,280,Half-Life: Source,2004-06-01,1,Valve,Valve,0,0,3767,1053,190,214,0.0,186,0,68,0,1,0,0,0,0,2661435,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,300,Day of Defeat: Source,2010-07-12,1,Valve,Valve,0,1,10489,1210,1356,134,7.19,224,0,0,1,0,0,0,30,0,7717695,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98296
13,320,Half-Life 2: Deathmatch,2004-11-01,1,Valve,Valve,0,0,6020,787,311,32,3.99,199,0,14,1,0,0,0,0,0,18556630,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15429
14,340,Half-Life 2: Lost Coast,2005-10-27,1,Valve,Valve,0,0,5783,1020,46,29,0.0,208,0,67,0,1,0,0,0,0,14674727,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,360,Half-Life Deathmatch: Source,2006-05-01,1,Valve,Valve,0,0,1362,473,102,81,0.0,101,0,0,1,0,0,0,0,0,9228459,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,380,Half-Life 2: Episode One,2006-06-01,1,Valve,Valve,0,1,7908,517,281,184,5.79,354,0,165,0,1,0,0,0,0,6282891,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26734
17,400,Portal,2007-10-10,1,Valve,Valve,0,1,51801,1080,288,137,7.19,674,0,377,0,1,0,0,228,0,14402447,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74245
18,420,Half-Life 2: Episode Two,2007-10-10,1,Valve,Valve,0,1,13902,696,354,301,5.79,444,0,206,0,1,0,0,0,0,9855896,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47240
19,440,Team Fortress 2,2007-10-10,1,Valve,Valve,0,1,515879,34036,8495,623,0.0,8188,0,0,1,0,0,0,0,0,41926014,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,500,Left 4 Dead,2008-11-17,1,Valve,Valve,0,1,17951,948,897,278,7.19,633,0,184,1,1,0,0,0,0,9371218,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89000
21,550,Left 4 Dead 2,2009-11-19,1,Valve,Valve,0,1,251789,8418,1615,566,7.19,2804,0,896,1,1,0,0,0,0,18107139,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13184
22,570,Dota 2,2013-07-09,1,Valve,Valve,0,0,863507,142079,23944,801,0.0,5168,0,0,1,0,0,2447,8242,0,121569881,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23,620,Portal 2,2011-04-18,1,Valve,Valve,0,1,138220,1891,1102,520,7.19,1225,0,1644,0,1,0,0,650,0,12053516,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,116870
24,630,Alien Swarm,2010-07-19,1,Valve,Valve,0,1,17435,941,371,83,0.0,505,0,90,1,1,0,0,93,0,3459760,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,730,Counter-Strike: Global Offensive,2012-08-21,1,Valve;Hidden Path Entertainment,Valve,0,1,2644404,402313,22494,6502,0.0,12973,0,0,1,0,0,0,5573,0,70757295,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1002,Rag Doll Kung Fu,2005-10-12,1,Mark Healey,Mark Healey,0,0,40,17,0,0,5.99,0,28,0,1,1,0,0,0,0,47532,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,1200,Red Orchestra: Ostfront 41-45,2006-03-14,1,Tripwire Interactive,Tripwire Interactive,0,1,1562,223,232,258,3.99,110,0,0,1,0,0,0,18,0,691537,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35512
28,1250,Killing Floor,2009-05-14,1,Tripwire Interactive,Tripwire Interactive,0,1,53710,2649,1328,306,14.99,832,0,100,1,1,0,0,0,0,2214386,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98697
29,1300,SiN Episodes: Emergence,2006-05-10,1,Ritual Entertainment,Ritual Entertainment,0,0,468,61,0,0,7.19,59,0,0,0,1,0,0,0,0,111420,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26787
30,1500,Darwinia,2005-07-14,1,Introversion Software,Introversion Software,0,0,472,158,182,273,7.19,12,75,0,0,1,0,0,91,0,665603,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19034
31,1510,Uplink,2006-08-23,1,Introversion Software,Introversion Software,0,0,1602,152,65,77,6.99,0,127,0,0,1,0,0,114,0,680020,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14719
32,1520,DEFCON,2006-09-29,1,Introversion Software,Introversion Software,0,0,2057,344,80,119,7.19,0,131,0,1,1,0,0,202,0,971073,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16074
33,1530,Multiwinia,2008-09-19,1,Introversion Software,Introversion Software,0,1,368,75,121,224,7.19,0,50,0,1,1,0,0,29,0,597451,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,1600,Dangerous Waters,2006-02-07,1,Sonalysts,Strategy First,0,0,140,44,0,0,22.99,0,0,0,1,1,0,0,37,0,95034,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51596
35,1610,Space Empires IV Deluxe,2006-02-07,1,Malfador Machinations,Strategy First,0,0,112,26,0,0,6.99,0,0,0,1,1,0,0,58,0,81945,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17236
36,1630,Disciples II: Rise of the Elves ,2006-07-06,1,Strategy First,Strategy First,0,0,451,108,0,0,4.99,0,0,0,1,1,0,7,49,0,126136,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21740
37,1640,Disciples II: Gallean's Return,2006-07-06,1,Strategy First,Strategy First,0,0,490,152,9,12,4.99,0,0,0,1,1,0,17,66,0,140743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10191
38,1670,Iron Warriors: T - 72 Tank Command ,2006-07-26,1,Strategy First,Strategy First,0,0,137,102,0,0,3.99,0,0,0,1,1,0,0,32,0,37928,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4623
39,1690,Space Empires V,2006-10-16,1,Malfador Machinations,Strategy First,0,0,191,85,35,35,10.99,0,0,0,1,1,0,0,47,0,76634,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58349
40,1700,Arx Fatalis,2007-04-03,1,Arkane Studios,Arkane Studios,0,0,671,106,11,21,2.99,36,0,29,0,1,0,145,0,0,150891,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3569
41,1840,Source Filmmaker,2012-07-10,1,Valve,Valve,0,0,15083,1111,239,77,0.0,114,0,0,0,0,0,0,0,0,1908766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1900,Earth 2160,2006-04-01,1,Reality Pump Studios,Topware Interactive;ACE,0,0,498,238,405,414,3.99,0,0,0,1,1,0,0,67,0,1356390,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22173
43,1930,Two Worlds Epic Edition,2009-04-30,1,Reality Pump Studios,Topware Interactive,0,0,2656,1055,484,422,6.99,41,0,47,1,1,0,149,0,102,1075805,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59370
44,2100,Dark Messiah of Might & Magic,2006-10-25,1,Arkane Studios,Ubisoft,0,0,4386,316,634,700,4.29,331,0,175,1,1,0,348,0,0,1273094,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,57081
45,2200,Quake III Arena,2007-08-03,1,id Software,id Software,0,0,1362,66,123,103,12.99,127,0,0,1,1,0,0,0,0,201757,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132781
46,2210,Quake IV,2011-08-04,1,RavenSoft / id Software,Bethesda Softworks,18,0,891,171,36,32,12.99,101,0,7,1,1,0,0,0,0,307243,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79515
47,2270,Wolfenstein 3D,2007-08-03,1,id Software,Bethesda-Softworks,0,0,1773,87,69,110,2.99,120,0,7,0,1,0,0,0,0,236939,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5801
48,2280,Ultimate Doom,2007-08-03,1,id Software,id Software,0,0,3705,257,125,179,3.99,184,0,0,0,1,0,0,0,0,547506,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14399
49,2290,Final DOOM,2007-08-03,1,id Software,id Software,0,0,573,82,120,114,3.99,93,0,0,0,1,0,0,0,0,366338,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17404
50,2300,DOOM II,2007-08-03,1,id Software,id Software,0,0,2517,182,90,78,3.99,154,0,0,1,1,0,0,0,0,568132,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25085
51,2310,QUAKE,2007-08-03,1,id Software,id Software,0,0,2618,136,167,189,3.99,178,0,0,1,1,0,0,0,0,351739,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36763
52,2320,QUAKE II,2007-08-03,1,id Software,id Software,0,0,1369,107,291,349,3.99,115,0,0,1,1,0,0,0,0,216509,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14448
53,2330,QUAKE II Mission Pack: The Reckoning,2007-08-03,1,Xatrix Entertainment,id Software,0,0,65,12,32,32,2.49,34,0,0,1,1,0,0,0,0,219143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14586
54,2340,QUAKE II Mission Pack: Ground Zero,2007-08-03,1,Rogue Entertainment,id Software,0,0,54,33,1,1,2.49,34,0,0,1,1,0,0,0,0,241228,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5114
55,2350,QUAKE III: Team Arena,2007-08-03,1,id Software,id Software,0,0,108,31,0,0,12.99,41,0,0,1,1,0,0,0,0,231695,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83873
56,2360,HeXen: Beyond Heretic,2007-08-03,1,Raven Software,id Software,0,0,249,26,50,50,2.99,44,0,0,0,1,0,6,0,0,241698,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3037
57,2370,HeXen: Deathkings of the Dark Citadel,2007-08-03,1,Raven Software,id Software,0,0,57,20,0,0,2.99,35,0,0,0,1,0,0,0,0,174419,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10285
58,2390,Heretic: Shadow of the Serpent Riders,2007-08-03,1,Raven Software,id Software,0,0,417,29,0,0,2.99,47,0,0,1,1,0,0,0,0,263419,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8600
59,2400,The Ship: Murder Party,2006-07-11,1,Outerlight Ltd.,Blazing Griffin Ltd.,0,0,4819,792,233,239,0.0,128,143,39,1,1,0,104,41,0,1417594,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
60,2450,Bloody Good Time,2010-10-29,1,Outerlight Ltd.,Ubisoft,0,1,662,204,193,193,4.29,60,0,0,1,1,0,0,0,0,143901,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10934
61,2500,Shadowgrounds,2006-05-08,1,Frozenbyte,Frozenbyte,0,0,973,248,186,258,3.99,100,6,11,0,1,0,0,0,0,820685,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29733
62,2520,Gumboy - Crazy Adventures™,2006-12-19,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",0,0,52,46,0,0,0.0,0,31,0,0,1,33,0,0,0,63752,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
63,2590,Alpha Prime,2007-11-07,1,Black Element,Bohemia Interactive,0,0,610,523,0,0,2.99,68,0,0,0,1,0,0,0,0,259798,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14834
64,2600,Vampire: The Masquerade - Bloodlines,2007-03-22,1,Troika Games,Activision,0,0,6161,362,350,202,14.99,316,0,99,0,1,0,792,0,0,804521,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136072
65,2610,GUN™,2006-10-13,1,Neversoft,Activision,0,0,740,87,462,889,9.99,74,0,32,0,1,0,5,0,62,99030,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55393
66,2620,Call of Duty®,2006-10-13,1,Infinity Ward,Activision,0,0,1555,117,545,849,14.99,154,0,0,1,1,0,0,0,6,411317,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97476
67,2630,Call of Duty® 2,2006-10-13,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),0,0,2434,236,750,1041,14.99,157,0,9,1,1,8,0,0,0,489861,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142857
68,2640,Call of Duty: United Offensive,2006-10-13,1,Gray Matter Studios,Activision,0,0,490,97,0,0,14.99,74,0,0,1,1,0,0,0,0,361766,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83751
69,2710,Act of War: Direct Action,2008-03-12,1,Eugen Systems,THQ Nordic,0,0,180,33,0,0,1.99,27,0,0,1,1,0,0,18,0,42164,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3367
70,2720,ThreadSpace: Hyperbol,2007-07-12,1,Iocaine Studios,Atari,0,0,31,9,0,0,3.99,25,22,0,1,1,0,0,25,0,43650,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11258
71,2780,ARMA: Combat Operations,2008-03-12,1,Bohemia Interactive,Bohemia Interactive,0,0,145,77,0,0,5.99,36,0,0,1,1,0,0,0,0,45977,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6110
72,2800,X2: The Threat,2006-07-21,1,Egosoft,Egosoft,0,0,212,50,732,732,4.99,12,0,0,0,1,0,0,39,19,332095,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39780
73,2810,X3: Reunion,2006-07-21,1,Egosoft,Egosoft,0,0,282,113,831,1232,9.99,19,0,0,0,1,0,0,67,28,231752,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12497
74,2820,X3: Terran Conflict,2008-10-16,1,Egosoft,Egosoft,0,1,1633,272,972,1273,15.99,61,0,0,0,1,0,0,120,108,659226,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,143286
75,2840,X: Beyond the Frontier,2010-10-08,1,Egosoft,Egosoft,0,0,142,48,648,648,3.49,7,0,0,0,1,0,0,32,12,287902,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,36363
76,2850,X: Tension,2010-10-08,1,Egosoft,Egosoft,0,0,57,18,13,13,3.49,7,0,0,0,1,0,0,27,6,44496,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,53882
77,2870,X Rebirth,2013-11-15,1,Egosoft,Egosoft,0,1,2832,4032,1744,3386,24.99,148,0,21,0,1,0,0,32,96,200252,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,299509
78,2900,688(I) Hunter/Killer,2006-10-26,1,Sonalysts,Strategy First,0,0,52,17,0,0,22.99,0,0,0,1,1,0,0,28,0,29525,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82414
79,2910,Fleet Command,2006-10-26,1,Sonalysts,Strategy First,0,0,127,31,0,0,22.99,0,0,0,0,1,0,0,25,0,63644,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23005
80,2920,Sub Command,2006-10-26,1,Sonalysts,Strategy First,0,0,33,14,0,0,22.99,0,0,0,1,1,0,0,28,0,23868,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118274
81,2990,FlatOut 2™,2006-12-21,1,Bugbear Entertainment,Strategy First,0,0,5438,343,293,351,5.99,65,0,0,0,1,13,0,0,0,936565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19871
82,3010,Xpand Rally,2006-08-24,1,Techland,Techland,0,0,139,39,939,939,3.99,0,0,0,1,1,0,0,0,0,28090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26732
83,3020,Call of Juarez™,2007-11-08,1,Techland,Techland Publishing,0,0,793,198,46,60,8.59,72,0,32,1,1,0,0,0,8,175643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64487
84,3050,Xpand Rally Xtreme,2008-10-08,1,Techland,Techland,0,0,71,36,0,0,3.99,0,0,0,1,1,0,0,0,0,26180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20198
85,3130,Men of War: Red Tide,2009-11-01,1,1C Entertainment,1C Entertainment;1C-SoftClub,0,0,294,69,0,0,3.99,0,0,0,0,1,0,0,41,0,353074,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12569
86,3170,King's Bounty: Armored Princess,2009-11-19,1,Katauri Interactive,1C Entertainment,0,0,482,53,1422,1429,7.99,0,0,27,0,1,0,103,67,22,395297,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,51649
87,3230,Genesis Rising,2007-08-06,1,Metamorf,THQ Nordic,0,0,30,94,0,0,4.49,0,0,0,1,1,0,0,30,0,34327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10111
88,3260,Safecracker: The Ultimate Puzzle Adventure,2007-08-29,1,Kheops Studio,HandyGames,0,0,256,172,1,1,4.49,0,0,36,0,1,29,0,0,0,96079,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37765
89,3270,Painkiller Overdose,2007-10-30,1,Mindware Studios,THQ Nordic,0,0,429,137,270,270,4.49,51,0,0,1,1,0,0,0,0,229013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9330
90,3330,Zuma Deluxe,2006-08-30,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,437,37,267,267,4.25,0,0,0,0,1,39,0,0,0,131843,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29480
91,3410,Heavy Weapon Deluxe,2006-08-30,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,71,28,0,0,4.25,6,0,0,0,1,22,0,0,0,20765,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24331
92,3480,Peggle Deluxe,2007-03-06,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,1106,66,214,254,4.25,0,0,0,0,1,94,0,0,0,251740,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22454
93,3483,Peggle Extreme,2007-09-11,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,707,58,1,1,0.0,8,0,0,0,1,49,0,0,0,377246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,3490,Venice Deluxe,2007-06-25,1,"Retro64, Inc.","PopCap Games, Inc.",0,0,10,2,0,0,4.25,0,0,0,0,1,22,0,0,0,41487,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8189
95,3500,Mystery P.I.™ - The Lottery Ticket,2007-10-16,1,SpinTop Games,"PopCap Games, Inc.",0,0,10,3,0,0,4.25,0,0,0,0,1,22,0,0,0,32686,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3506
96,3510,Amazing Adventures The Lost Tomb™,2007-12-13,1,SpinTop Games,"PopCap Games, Inc.",0,0,21,8,0,0,4.25,0,0,0,0,1,23,0,0,0,44822,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8634
97,3520,Mystery P.I.™ - The Vegas Heist,2008-06-05,1,SpinTop Games,"PopCap Games, Inc.",0,0,11,5,0,0,4.25,0,0,0,0,1,23,0,0,0,25670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8701
98,3530,Amazing Adventures Around the World,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",0,0,23,7,0,0,4.25,0,0,0,0,1,23,0,0,0,37224,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12628
99,3540,Peggle™ Nights,2008-10-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,368,24,237,237,4.25,0,0,0,0,1,52,0,0,0,296496,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6528
100,3560,Bejeweled Twist,2008-11-18,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,98,18,0,0,4.25,0,0,0,0,1,32,0,23,0,31720,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69600
101,3570,Mystery P.I.™ - The New York Fortune,2009-01-28,1,SpinTop Games,"PopCap Games, Inc.",0,0,8,5,0,0,4.25,0,0,0,0,1,23,0,0,0,22924,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10492
102,3580,The Wizard's Pen™,2009-02-18,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,15,3,0,0,4.25,0,0,0,0,1,22,0,0,0,43445,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9753
103,3590,Plants vs. Zombies GOTY Edition,2009-05-05,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,1,14630,454,480,374,4.25,0,154,56,0,1,382,0,484,0,1770736,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13055
104,3600,Escape Rosecliff Island,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",0,0,97,57,0,0,4.25,0,0,9,0,1,34,0,0,0,93786,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19683
105,3610,Mystery P.I. - Lost in Los Angeles,2009-07-27,1,SpinTop Games,"PopCap Games, Inc.",0,0,8,3,0,0,4.25,0,0,0,0,1,22,0,0,0,48639,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5856
106,3620,Zuma's Revenge!,2009-09-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,1,435,28,0,0,4.25,30,0,0,0,1,41,0,0,0,117123,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16447
107,3700,Sniper Elite,2009-07-16,1,Rebellion,Rebellion,0,0,1181,377,262,371,5.59,86,0,0,0,1,0,0,0,0,639565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30377
108,3710,Judge Dredd: Dredd vs. Death,2009-03-26,1,Rebellion,Rebellion,0,0,559,79,8,8,5.59,39,0,0,1,1,0,0,0,0,66096,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8807
109,3720,Evil Genius,2009-06-22,1,Elixir Studios,Rebellion,0,0,1847,95,287,318,6.99,0,0,0,0,1,0,0,175,0,247109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18025
110,3730,Aliens versus Predator Classic 2000,2010-01-15,1,Rebellion,Rebellion,0,0,1434,219,20,24,3.99,88,0,0,1,1,0,0,0,0,479752,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18747
111,3800,Advent Rising,2006-09-14,1,GlyphX Games,Majesco Entertainment,0,0,260,71,0,0,7.19,47,0,0,0,1,0,0,0,0,50475,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49504
112,3810,BloodRayne,2006-09-14,1,Terminal Reality,Majesco Entertainment,0,0,369,110,111,111,6.99,54,0,0,0,1,0,0,0,0,73282,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36410
113,3820,BloodRayne 2,2006-09-14,1,Terminal Reality,Majesco Entertainment,0,0,259,103,771,771,6.99,53,0,0,0,1,0,0,0,0,63773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42051
114,3830,Psychonauts,2006-10-11,1,Double Fine Productions,Double Fine Productions,0,1,8204,456,491,232,6.99,325,45,398,0,1,0,0,0,0,3724210,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62461
115,3900,Sid Meier's Civilization® IV,2006-10-25,1,Firaxis Games,2K,0,0,1394,129,49,64,9.99,0,0,0,1,1,0,0,234,0,1941484,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69771
116,3910,Sid Meier's Civilization® III Complete,2006-10-25,1,Firaxis Games,2K,0,0,2578,405,1166,13,2.99,0,0,0,1,1,0,0,192,0,4103448,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30419
117,3920,Sid Meier's Pirates!,2005-07-11,1,Firaxis Games,2K,0,0,2641,193,296,436,5.99,48,0,100,0,1,0,127,66,144,512833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49595
118,3960,Shattered Union,2006-10-25,1,PopTop,2K,0,0,39,49,0,0,2.99,0,0,0,1,1,0,0,29,0,32356,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11299
119,3980,CivCity: Rome,2007-04-06,1,FireFly Studios;Firaxis Games,2K,0,0,184,65,0,0,5.99,0,0,0,0,1,0,0,41,0,55471,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16658
